Hanja,Pronunciation,Meaning_K,Alternate Pronunciation,Examples,Radicals,Reading Level,Writing Level,Strokes,Meaning_E
特,특,특별할/뛰어날,,"特別 - 특별 (be special, extraordinary)
","土, 寸, 牛",6,5,10,"special,  unique,  distinguished "
破,파,깨뜨릴,,"破壞 - 파괴 (destruction)
","又, 口, 皮, 石",4II,3II,10,"break,  ruin,  destroy;  rout "
波,파,물결,,"波濤 - 파도 (waves, billows)
","又, 汁, 皮",4II,3II,8,"waves,  breakers;  undulations "
派,파,갈래,,"左派 - 좌파 (left wing)
","厂, 汁, 斤",4,3,9,"school  of  thought,  sect,  branch "
播,파,뿌릴,,"播種 - 파종 (seeding)
","扎, 田, 米, 釆",3,2,15,"sow,  spread;  broadcast;  case  away,  reject "
罷,파,마칠,,,"匕, 厶, 月, 買",3,2,15,"cease,  finish,  stop;  give  up "
頗,파,자못,,,"又, 皮, 貝, 頁",3,2,14,"lean  one  side;  very,  rather "
把,파,잡을,,"把握- - 파악하다 (grasp, seize, understand)
","扎, 巴",3,2,7,"hold,  take;  guard;  regard  as "
判,판,판단할,,"批判 - 비판 (criticism)
","｜, 二, 八, 刈, 十",4,3,7,judge;  discriminate;  conclude 
板,판,널빤지,,"板 - 판 (board)
","厂, 又, 木",5,4,8,"plank,  board;  iron  or  tin  plate "
販,판,팔,,"販賣 - 판매 (sale)
","厂, 又, 貝",3,2,11,"peddler,  hawker,  street  merchant "
版,판,판목,,"出版 - 출판 (publication)
","厂, 又, 片",3II,2,,printing  blocks;  edition 
八,팔,여덟,,"八 - 팔 (eight)
",八,8,6II,2,"eight;  all  around,  all  sides "
貝,패,조개,,"貝塚 - 패총 (shell heap)
","八, 目, 貝",3,2,7,"sea  shell;  money,  currency "
敗,패,패할,,"失敗 - 실패 (failure)
","攵, 貝",5,4,11,"be  defeated,  decline,  fail "
片,편,조각,,"斷片 - 단편 (shred)
",片,3II,2,4,"slice,  splinter,  strip;  rad. "
便,편,편할,,"-便 - 한편 (one side, one way)
","一, ｜, ノ, 化, 日, 田",7,6,9,"convenience,  ease;  expedient "
篇,편,책,,"篇 - 편 (compilation, editing)
","一, ｜, 冂, 戸, 冊, 竹",4,3,15,"chapter,  section,  essay,  article "
編,편,엮을,,"編輯 - 편집 (compilation)
","一, ｜, 冂, 戸, 冊, 糸",3II,2,15,"knit,  weave;  arrange;  compile "
遍,편,두루,,"普遍的 - 보편적인 (universal)
","一, ｜, 冂, 込, 戸, 冊",Could not retrieve reading level.,2,12,"everywhere,  all  over,  throughout "
偏,편,치우칠,,"偏見 - 편견 (prejudice)
","一, ｜, 化, 冂, 戸, 冊",3II,2,11,inclined  one  side;  slanting 
平,평,평평할,,"平價 - 평가 (parity)
","八, 干",7II,6,5,"flat,  level,  even;  peaceful "
評,평,평할,,"評價 - 평가 (valuation)
","一, ｜, 二, 八, 言",4,3,12,"appraise,  criticize,  evaluate "
閉,폐,닫을,,"閉鎖 - 폐쇄 (closure)
","一, ノ, 亅, 門",4,3,11,"shut,  close;  obstruct,  block  up "
肺,폐,허파,,"肺炎 - 폐렴 (pneumonia)
","亠, 巾, 月",3II,2,8,lungs 
廢,폐,버릴/폐할,,"廢止 - 폐지 (abolition)
","广, 弓, 殳, 癶",3II,2,15,"abrogate,  terminate,  discard "
弊,폐,폐단/해질,,,"｜, 八, 冂, 尚, 巾, 廾, 攵",3II,2,14,"evil,  wrong,  bad;  criminal "
蔽,폐,덮을,,"隱蔽 - 은폐 (concealment)
","｜, 八, 冂, 尚, 巾, 艾, 攵",3,2,14,"cover,  hide,  conceal;  shelter "
幣,폐,화폐/비단,,"紙幣 - 지폐 (paper money)
","八, 冂, 巾, 攵",3,2,14,"currency,  coins,  legal  tender "
布,포,베,,"分布 - 분포 (distribution)
","一, ノ, 巾",4II,3II,5,"cotton  cloth,  textiles,  linen "
抱,포,안을,,"抱擁 - 포옹 (embrace)
","勹, 已, 扎",3,2,8,"embrace,  hold  in  arms,  enfold "
包,포,쌀,,"包含 - 포함 (inclusion)
","勹, 已",4II,3II,5,"wrap,  pack,  bundle;  package "
胞,포,세포/여드름,,"細胞分裂 - 세포분열 (cell division)
","勹, 已, 月",4,3,9,"womb,  placenta,  fetal  membrane "
飽,포,배부를,,"飽滿 - 포만 (surfeit)
","勹, 已, 食",3,2,13,eat  heartily;  eat  one' s  fill 
浦,포,물가,,"金浦空港 - 김포공항 (Gimpo airport)
","丶, 十, 汁, 用",3II,2,10,"bank  of  river,  shore;  surname "
捕,포,잡을,,"逮捕 - 체포 (arrest)
","丶, 十, 扎, 用",3II,2,10,"arrest,  catch,  seize "
暴,폭,사나울/쬘,,"暴力 - 폭력 (violence)
","一, ｜, 二, 八, 日, 水, 井",4II,3II,15,"violent,  brutal,  tyrannical "
爆,폭,터질,,"爆發 - 폭발 (explosion)
","一, ｜, 八, 日, 水, 火, 井",4,3,19,"crackle,  pop,  burst,  explode "
幅,폭,너비,,"幅 - 폭 (width; range)
","一, 口, 巾, 田",3,2,12,"piece,  strip,  breadth  of,  hem "
表,표,겉,,"代表 - 대표 (representation)
","士, 衣",6II,5II,8,"show,  express,  manifest,  display "
票,표,표,,"票 - 표 (a marker, indication)
","示, 西",4II,3II,11,slip  of  paper  or  bamboo;  ticket 
標,표,나타낼,,"目標 - 목표 (target)
","木, 示, 西",4,3,15,"a  mark,  symbol,  label,  sign;  standard "
漂,표,떠다닐,,"漂流 - 표류 (drift)
","汁, 示, 西",3,2,14,"float,  drift;  tossed  about "
品,품,물건,,"作品 - 작품 (production)
","口, 品",5II,4II,9,"article,  product,  commodity "
風,풍,바람,,"颱風 - 태풍 (typhoon)
","ノ, 冂, 虫, 風",6II,5II,9,"wind;  air;  manners,  atmosphere "
豐,풍,풍년,,,"八, 凵, 口, 山, 豆",Could not retrieve reading level.,Could not retrieve writing level.,18,"abundant,  lush,  bountiful,  plenty "
皮,피,가죽,,"皮膚 - 피부 (skin)
","又, 皮",3II,2,5,"skin,  hide,  fur,  feather;  outer "
彼,피,저,,,"又, 彳, 皮",3II,2,8,"that,  there,  those "
疲,피,지칠,,"疲困 - 피곤 (fatigue, exhaustion)
","又, 疔, 皮",4,3,10,"feel  tired,  be  exhausted;  weak "
被,피,입을,,"被告 - 피고 (defendant)
","又, 皮, 初",3II,2,10,passive  indicator  by' bedding 
避,피,피할,,"避- - 피하다 (to avoid, keep away)
","十, 込, 口, 尸, 立, 辛",4,3,16,avoid;  turn  aside;  escape;  hide 
必,필,반드시,,"必要 - 필요 (need, requirement,necessity)
","ノ, 心",5II,4II,5,"surely,  most  certainly;  must "
匹,필,짝,,"匹敵 - 필적자 (equal)
","儿, 匚",3,2,4,bolt  of  cloth;  counter  for  horses 
筆,필,붓,,"鉛筆 - 연필 (pencil)
","竹, 聿",5II,4II,12,writing  brush;  write;  stroke 
畢,필,마칠,,,"一, ｜, 田",3II,2,10,"end,  finish,  conclude;  completed "
下,하,아래,,"下 - 하 (below, underneath)
","一, ｜, 卜",7II,,3,"under,  underneath,  below;  down;  inferior;  bring  down "
夏,하,여름,,,"一, 夂, 自",7,6,10,"summer;  great,  grand,  big "
賀,하,하례,,"祝賀 - 축하 (congratulation)
","力, 口, 貝",3II,2,12,congratulate;  send  present 
何,하,어찌,,"何必 - 하필 (why necessarily? why of all things?)
","亅, 化, 口",3II,2,7,"what,  why,  where,  which,  how "
河,하,물,,"銀河 - 은하 (galaxy)
","一, 亅, 口, 汁",5,4,8,river;  stream;  yellow  river 
荷,하,멜,,"電荷 - 전하 (charge)
","一, 亅, 化, 口, 艾",3II,2,10,"lotus,  water  lily,  holland "
學,학,배울,,"學校 - 학교 (school)
","冖, 子, 臼",8,6II,16,"learning,  knowledge;  school "
鶴,학,두루미,,,"宀, 杰, 隹, 鳥",3II,2,21,crane;  rus  species  various) 
閑,한,한가할,,"閑暇- - 한가하다 (to be free, not busy)
","木, 門",4,3,12,"fence,  barrier;  defend;  idle  time "
寒,한,찰,,"寒氣 - 한기 (chill)
","一, 丶, 八, 宀, 井",5,4,12,"cold,  wintry,  chilly "
恨,한,한,,"恨 - 한 (a grudge, rancor)
","忙, 艮",4,3,9,"hatred,  dislike;  resent,  hate "
限,한,한할,,"限 - 한 (a limit)
","阡, 艮",4II,3II,8,"boundary,  limit,  line "
韓,한,"한국/나라, 이름",,"韓國 - 한국 (Korea)
","十, 口, 日, 韋",8,6II,17,fence;  surname;  orea 
漢,한,한수/한나라,,"漢江 - 한강 (Han river)
","一, 口, 大, 汁, 艾",7II,6,14,"the  hinese  people,  hinese  language "
旱,한,가물,,"旱魃 - 한발 (drought)
","干, 日",3,2,7,drought;  dry;  dry  land 
汗,한,땀,,"發汗 - 발한 (sweating)
","干, 汁",3II,2,6,"perspiration,  sweat "
割,할,나눌,,"役割 - 역할 (role)
","亠, 刈, 口, 土, 宀",3II,2,12,"cut,  divide,  partition;  cede "
咸,함,다,,,"ノ, 口, 戈",3,2,9,"together;  all,  completely;  united "
含,함,머금을,,"包含 - 포함 (inclusion)
","个, 口",3II,2,7,hold  in  mouth;  cherish;  contain 
陷,함,빠질,,"陷穽 - 함정 (pitfall)
","勹, 阡, 臼",3II,2,10,"submerge,  sink,  plunge;  trap "
合,합,합할,"""홉 홉""으로도 읽는다.","綜合 - 종합 (synthesis)
","个, 口",6,5,6,"combine,  unite,  join;  gather "
恒,항,항상,,"恒常 - 항상 (always)
","一, 忙, 日",3II,2,9,"constant,  regular,  persistent "
巷,항,거리,,,"八, 已, 井",3,2,9,"alley,  lane "
港,항,항구,,"空港 - 공항 (airport)
","八, 已, 汁, 井",4II,3II,12,"port,  harbor;  small  stream;  bay "
項,항,항목,,"項目 - 항목 (item)
","工, 貝, 頁",3II,2,12,"neck,  nape  of  neck;  sum;  funds "
抗,항,겨룰,,"抵抗 - 저항 (resistance)
","亠, 几, 扎",4,3,7,"resist,  oppose,  defy,  reject "
航,항,배,,"航空 - 항공 (airport, airline)
","亠, 几, 舟",4II,3II,10,"sail;  navigate;  ship,  boat "
害,해,해할,,"害 - 해 (damage, injury)
","亠, 口, 土, 宀",5II,4II,10,"injure,  harm;  destroy,  kill "
海,해,바다,,"海路 - 해로 (sea route)
","汁, 母",7II,6,10,"sea,  ocean;  maritime "
亥,해,돼지,,,"亠, 人",3,2,6,th  terrestrial  branch 
解,해,풀,,"理解 - 이해 (understanding)
","刀, 牛, 角",4II,3II,13,"loosen,  unfasten,  untie;  explain "
奚,해,어찌,,,"大, 幺, 爪",3,2,10,where?  what?  how?  why? servant 
該,해,갖출,,"該當 - 해당 (to be relevent, applicable (to), fall under)
","亠, 人, 言",3,2,13,"should,  ought  to,  need  to "
核,핵,씨,,"核 - 핵 (a nucleus, core)
","亠, 人, 木",4,3,10,"seed,  kernel,  core,  nut;  atom "
行,행,다닐,,"進行 - 진행 (progress, advance)
","彳, 行",6,5,6,"go;  walk;  move,  travel;  circulate "
幸,행,다행,,"幸福 - 행복 (happiness)
","亠, 十, 立, 辛",6II,5II,8,"luck( ily) favor,  fortunately "
向,향,향할,,"方向 - 방향 (way)
","冂, 口",6,5,6,"toward,  direction,  trend "
香,향,향기,,"芳香 - 방향 (perfume)
","日, 禾, 香",4II,3II,9,"fragrant,  sweet  smelling,  incense "
鄕,향,시골,,"故鄕 - 고향 (hometown)
",,4II,3II,12,country;  rural;  village 
響,향,울릴,,"影響 - 영향 (influence)
","幺, 邦, 日, 立, 艮, 音",3II,2,20,"make  sound,  make  noise;  sound "
享,향,누릴,,,"亠, 口, 子",3,2,8,enjoy 
虛,허,빌,,,,4II,3II,12,"false,  worthless;  empty,  hollow "
許,허,허락할,,"許可 - 허가 (permission)
","ノ, 十, 干, 言",5,4,11,"allow,  permit;  promise;  betroth "
軒,헌,집,,,"干, 車",3,2,10,carriage;  high;  wide;  balcony;  surname  of  the  ellow  mperor 
憲,헌,법,,"憲法 - 헌법 (constitution)
","亠, 土, 宀, 心, 買",4,3,16,"constitution,  statute,  law "
獻,헌,드릴/바칠,,"貢獻 - 공헌 (service)
","儿, 冂, 匕, 卜, 厂, 口, 犬, 虍, 鬲",3II,2,20,"offer,  present;  show,  display "
險,험,험할,,"危險 - 위험 (peril)
","人, 个, 口, 阡",4,3,15,"narrow  pass,  strategic  point,  dangerous "
驗,험,시험할,,"試驗 - 시험 (examination)
","人, 个, 口, 馬",4II,3II,23,"test,  examine,  inspect;  verify "
革,혁,가죽/고칠,,"改革 - 개혁 (reformation)
","十, 口, 廾, 革",4,3,9,"leather,  animal  hides;  rad. "
現,현,나타날,,"現在 - 현재 (present)
","王, 見",6II,5II,11,"appear,  manifest,  become  visible "
賢,현,어질,,"賢明 - 현명 (wisdom)
","又, 貝, 臣",4II,3II,15,"virtuous,  worthy,  good;  able "
玄,현,검을,,"玄關 - 현관 (door, entrance)
","亠, 幺, 玄",3II,2,5,"deep,  profound,  abstruse "
絃,현,줄,,,"亠, 幺, 玄, 糸",3,2,11,string  on  musical  instrument 
縣,현,고을,,,"一, ｜, 小, 目, 糸",3,2,16,"county,  district,  subdivision "
懸,현,매달,,,"ノ, 小, 心, 目, 糸",3II,2,20,"hang,  suspend,  hoist;  be  hung "
顯,현,나타날,,,"幺, 日, 杰, 貝, 頁",4,3,23,"manifest,  display;  evident,  clear "
血,혈,피,,"血液 - 혈액 (blood)
","皿, 血",4II,3II,6,blood;  radical  number 
穴,혈,구멍,,,"八, 宀, 穴",3II,2,5,"cave,  den,  hole;  rad.  no. "
協,협,화합할/도울,,"協會 - 협회 (society)
","力, 十",4II,3II,8,be  united;  cooperate 
脅,협,위협할/으를,,"威脅 - 위협 (menace, threat, intimidation)
","力, 月",3II,2,10,ribs;  armpits;  flank;  threaten 
兄,형,맏/형,,"兄 - 형 (an elder brother)
","儿, 口",8,6II,5,elder  brother 
刑,형,형벌,,"刑事 - 형사 (a criminal, penal case)
","ノ, 刈, 廾",4,3,6,"punishment,  penalty;  law "
形,형,모양,,"形態 - 형태 (form, shape)
","ノ, 廾, 彡",6II,5II,7,"form,  shape,  appearance "
亨,형,형통할,,,"亠, 口",3,2,7,"smoothly,  progressing,  no  trouble "
螢,형,반딧불이,,"螢石 - 형석 (fluorite)
","冖, 火, 虫",3,2,16,"glow- worm,  luminous  insect "
衡,형,저울대,,"均衡 - 균형 (equilibrium)
","勹, 大, 彳, 田, 行",3II,2,16,"measure,  weigh,  judge,  consider "
惠,혜,은혜,,"惠澤 - 혜택 (a favor, benefit)
","一, ｜, 厶, 心, 日, 虫",4II,3II,12,"favor,  benefit,  confer  kindness "
慧,혜,슬기로울,,"智慧 - 지혜 (wisdom)
","一, ｜, ヨ, 心",3II,2,15,"bright,  intelligent;  intelligence "
兮,혜,어조사,,,"八, 弓",3,2,4,exclamatory  particle 
戶,호,지게,,,,4II,3II,4,"door;  family,  household "
乎,호,어조사,,,"一, ノ, 亅, 八",3,2,5,interrogative  or  exclamatory  final  particle 
呼,호,부를,,"呼吸 - 호흡 (respiration)
","ノ, 亅, 八, 口",4II,3II,8,"breathe  sigh,  exhale;  call,  shout "
好,호,좋을,,"選好- - 선호하다 (to prefer)
","女, 子",4II,3II,6,"good,  excellent,  fine;  well "
虎,호,범,,"虎狼- - 호랑이 (a tiger)
","儿, 匕, 卜, 厂, 虍",3II,2,8,"tiger;  brave,  fierce;  surname "
號,호,부르짖을,,"號 - 호 (a pen name, a title; a number, an issue)
","一, 儿, 勹, 匕, 卜, 厂, 口, 虍",6,5,13,"mark,  sign;  symbol;  number "
湖,호,호수,,"湖水 - 호수 (lake)
","十, 口, 汁, 月",5,4,12,"a  lake;  ubei,  unan;  bluish- green "
互,호,서로,,,"一, ヨ, 彑",3,2,4,"mutually,  reciprocally "
胡,호,오랑캐,,"胡- - 호주머니 (a pocket)
","十, 口, 月",3II,2,9,"recklessly,  foolishly;  wildly "
浩,호,넓을,,,"ノ, 口, 土, 汁",3II,2,10,"great,  numerous,  vast,  abundant "
毫,호,터럭,,,"亠, 冖, 口, 毛",3,2,11,fine  hair;  measure  of  length 
豪,호,호걸,,"豪雨 - 호우 (downpour)
","亠, 冖, 口, 豕",3II,2,14,"brave,  heroic,  chivalrous "
護,호,도울,,"保護 - 보호 (protection)
","又, 艾, 言, 隹",4II,3II,20,"protect,  guard,  defend,  shelter "
或,혹,혹,,"或是 - 혹시 (sometimes)
","一, 口, 戈",4,3,,"or,  either,  else;  perhaps,  maybe "
惑,혹,미혹할,,"疑惑 - 의혹 (distrust)
","口, 心, 戈",3II,2,12,"confuse,  mislead,  baffle;  doubt "
婚,혼,혼인할,,"結婚 - 결혼 (marriage)
","女, 日, 氏",4,3,11,"get  married;  marriage,  wedding "
混,혼,섞을,,"混亂 - 혼란 (disorder)
","汁, 日, 比",4,3,11,"to  mix,  blend,  mingle;  to  bumble  along "
昏,혼,어두울,,"昏睡 - 혼수 (stupor)
","日, 氏",3,2,8,"dusk,  nightfall,  twilight,  dark "
魂,혼,넋,,"靈魂 - 영혼 (a soul, a spirit)
","二, 儿, 匕, 厶, 田, 鬼",3II,2,13,"soul,  spirit "
忽,홀,갑자기/문득,,"疏忽- - 소홀히 (carelessly, roughly, indifferently, negligently)
","勹, 心, 勿",3II,2,8,"suddenly,  abruptly;  neglect "
紅,홍,붉을,,"紅海 - 홍해 (Red Sea)
","工, 糸",4,3,9,"red,  vermillion;  blush,  flush "
洪,홍,넓을/큰물,,"洪水 - 홍수 (flood)
","一, ｜, 二, 八, 汁",3II,2,9,"vast,  immense;  flood,  deluge "
弘,홍,넓을,,"弘報 - 홍보 (public information, public relations)
","厶, 弓",3,2,5,"enlarge,  expand;  liberal,  great "
鴻,홍,기러기,,,"工, 汁, 杰, 鳥",3,2,17,species  of  wild  swan;  vast 
火,화,불,,"火星 - 화성 (Mars)
",火,8,6II,4,"fire,  flame;  burn;  anger,  rage "
化,화,될,,"理想化 - 이상화 (idealization)
","化, 匕",5II,4II,4,"change,  convert,  reform;  ize "
花,화,꽃,,"造花 - 조화 (artificial flowers)
","化, 匕, 艾",7,6,7,flower;  blossoms 
貨,화,재화,,"通貨 - 통화 (currency)
","化, 匕, 貝",4II,3II,11,"goods,  commodities,  products "
和,화,화할,,"平和 - 평화 (peace)
","口, 禾",6II,5II,8,"harmony,  peace;  peaceful,  calm "
話,화,말씀,,"電話 - 전화 (telephone)
","口, 舌, 言",7II,6,13,"speech,  talk,  language;  dialect "
畫,화,그림,,,"一, 田, 聿",6,5,12,"delineate,  painting,  picture,  drawing;  draw "
華,화,빛날,,"華麗- - 화려하다 (fancy, showy, splendid, colorful)
","一, ｜, 艾",4,3,10,flowery;  illustrious;  hinese 
禾,화,벼,,"禾本學 - 화본학 (agrostology)
","ノ, 木, 禾",3,2,5,grain  still  on  stalk;  rice  plant 
禍,화,재앙,,,"冂, 口, 礼",3II,2,12,"misfortune,  calamity,  disaster "
確,확,굳을,,"確認 - 확인 (confirmation)
","口, 宀, 石, 隹",4II,3II,15,"sure,  certain;  real,  true "
穫,확,거둘,,"收穫 - 수확 (ingathering)
","又, 艾, 禾, 隹",3,2,18,"harvest,  cut  grain "
擴,확,넓힐,,"擴張 - 확장 (extension)
","八, 广, 扎, 田, 黄",3,2,17,"expand,  enlarge,  stretch "
歡,환,기쁠,,"歡迎 - 환영 (reception)
","十, 口, 艾, 欠, 隹",4,3,21,"happy,  pleased,  glad;  joy;  to  enjoy "
患,환,근심,,"患者 - 환자 (a patient)
","｜, 口, 心",5,4,11,"suffer,  worry  about;  suffering "
丸,환,둥글,,"彈丸 - 탄환 (shot)
","丶, 九",3,2,3,"small  round  object;  pellet,  pill "
換,환,바꿀,,"交換 - 교환 (reciprocity)
","儿, 冂, 勹, 大, 扎",3II,2,12,"change,  exchange;  substitute "
環,환,고리,,"環境 - 환경 (environment)
","一, 口, 王, 買, 衣",4,3,17,jade  ring  or  bracelet;  ring 
還,환,돌아올,,"召還 - 소환 (recall)
","一, 込, 口, 買, 衣",3II,2,16,"still,  yet,  also,  besides "
活,활,살,,"活動 - 활동 (activity)
","ノ, 十, 口, 汁, 舌",7II,6,9,"live,  exist,  survive;  lively "
黃,황,누를,,,,6,5,12,yellow;  surname 
皇,황,임금,,"皇帝 - 황제 (emperor)
","王, 白",3II,2,9,"royal,  imperial;  ruler,  superior "
況,황,상황,,"狀況 - 상황 (state of things)
","儿, 口, 汁",4,3,8,"condition,  situation;  furthermore "
荒,황,거칠,,"荒野 - 황야 (wilderness)
","川, 艾, 亡",3II,2,,"wasteland,  desert;  uncultivated "
回,회,돌,,"回 - 회 (a time, an inning, a round in a game)
","口, 囗",4II,3II,6,"return,  turn  around;  a  time "
會,회,모일,,"社會 - 사회 (society)
","个, 日, 買",6II,5II,13,"to  assemble,  meet  together;  a  meeting;  an  organization "
悔,회,뉘우칠,,"後悔 - 후회 (repentance)
","忙, 母",3II,2,10,"repent,  show  remorse,  regret "
懷,회,품을,,"懷疑 - 회의 (doubt, skepticism)
","亠, 忙, 買, 衣",3II,2,19,"bosom,  breast;  carry  in  bosom "
獲,획,얻을,,"獲得 - 획득 (acquisition)
","又, 犯, 艾, 隹",3II,2,16,"obtain,  get,  receive;  seize "
劃,획,그을,,"計劃 - 계획 (scheme)
","一, 刈, 田, 聿",3II,2,14,"divide,  mark  off,  lay  boundary "
橫,횡,가로,,"橫斷步道 - 횡단보도 (crosswalk)
",,3II,2,16,"across,  horizontal,  lateral "
孝,효,효도,,"孝子 - 효자 (a devoted son)
","子, 老",7II,6,7,"filial  piety,  obedience;  mourning "
效,효,본받을,,"效果 - 효과 (effect)
","亠, 攵, 父",5II,4II,10,"result,  effect;  effectiveness "
曉,효,새벽,,,"儿, 土, 日",3,2,16,"dawn,  daybreak;  clear,  explicit "
後,후,뒤,,"後 - 후 (after)
","夂, 幺, 彳",7II,6,9,"behind,  rear,  after;  descendents "
厚,후,두터울,,,"厂, 子, 日",4,3,9,thick;  substantial;  greatly 
侯,후,제후,,"侯爵 - 후작 (marquess)
","化, 矢",3,,9,"marquis,  lord;  target  in  archery "
候,후,기후,,"候補 - 후보 (candidate, nominee)
","｜, 化, 矢",4,3,10,wait;  expect;  visit;  greet 
訓,훈,가르칠,,"訓鍊 - 훈련 (training)
","川, 言",6,5,10,"teach,  instruct;  exegesis "
毁,훼,헐,,,,Could not retrieve reading level.,Could not retrieve writing level.,13,destroy 
揮,휘,휘두를,,"指揮 - 지휘 (direction)
","冖, 扎, 車",4,3,12,direct;  wipe  away;  squander 
輝,휘,빛날,,"輝石 - 휘석 (pyroxene)
","儿, 冖, 尚, 車",3,2,15,"brightness,  luster,  brilliance "
休,휴,쉴,,"休暇 - 휴가 (furlough)
","化, 木",7,6,6,"rest,  stop;  retire;  do  not! "
携,휴,이끌/가질,,,"ノ, 乃, 扎, 隹",3,2,13,"lead  by  hand,  take  with;  carry "
凶,흉,흉할,,"凶夢 - 흉몽 (a bad dream)
","丶, ノ, 凵",5II,4II,4,"culprit;  murder;  bad,  sad "
胸,흉,가슴,,"胸部 - 흉부 (breast)
","丶, ノ, 凵, 勹, 月",3II,2,10,"breast,  bosom,  chest;  thorax "
黑,흑,검을,,"黑人 - 흑인 (black person)
",,5,4,12,"black;  dark;  evil,  sinister "
